state_name,X_STATE,IYEAR,n_obs,n_disabled,pct_disabled,n_lackAccess,pct_lackAccess,n_hlthNeed,pct_hlthNeed,n_unmetNeed,pct_unmetNeed,n_DisUnmetNeed,pct_DisUnmetNeed,Population,Poverty Rate,Unemployment rate,Personal income,State Minimum Wage,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Food Stamp/SNAP Recipients,SSI recipients,Medicaid beneficiaries,WIC participation,SBP Total Participation,Fraction of the Year ACA Expansion
NA,4,2025,35,12680.339894354483,0.3177535523827578,17495.54321394691,0.45068230271231896,26410.744514261525,0.9816877215866745,10069.444576111258,0.399454229961951,5299.463244619872,0.48242993888817604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,5,2017,5288,808981.6654618251,0.36981274156733784,774917.195128175,0.34303993223163887,1405058.7894469777,0.9882194534141879,444194.3381187586,0.3187090273812283,254185.74017535738,0.3567225428812756,3001345,14.8,3.7,125025700,8.5,28.60892,19.84534,5.54384,388362,107563,935173,76519,184851,1
AR,5,2018,5222,771852.6352824648,0.34889357921738146,739524.1341879772,0.32462215304716646,1434341.3139483095,0.9871006228117498,443896.944913445,0.3112530108819542,222462.74843043883,0.32635342983160764,3009733,15.9,3.6,130397500,8.5,24.89688,12.96043,5.70109,372451,105231,917921,73607,189764,1
AR,5,2019,5523,834797.1754120793,0.37145223816101197,809312.1777914187,0.3451645080948703,1494564.5426065982,0.9857481597839054,477141.1144881385,0.3220835335535518,243625.23597012035,0.33123614044850347,3017804,14.1,3.5,134682700,9.25,21.19793,11.80532,4.43719,354917,104331,825397,67231,194175,1
AR,5,2020,5148,716634.735016527,0.3344114519322115,794076.811227196,0.3538226832882359,1399219.941717803,0.990115482782731,433136.30212739244,0.31304817636483956,207110.2786764198,0.3324477615564703,3014546,14.1,6.1,142072200,10,20.54394,13.95048,6.19203,393091,103134,869325,58514,190964,1
AR,5,2021,5183,763175.2803029759,0.35965311642567926,575583.1515343204,0.26917778916428703,1448909.668880999,0.9895149030912791,344628.31461315084,0.2518899929859106,182482.9840483178,0.283653116209514,3026870,16.8,4,161493900,11,25.31163,17.24863,4.78965,346176,98935,954873,50751,183931,1
AR,5,2022,5383,855249.1276587503,0.39565789883962316,655081.6048771415,0.291844934581243,1582223.4114040397,0.9903864257457489,405996.2121713262,0.27280778768069247,234786.22320797818,0.3227921429565454,3047704,16.6,3.2,163688600,11,27.19327,17.59165,5.15369,262916,96423,1036836,56008,207097,1
AR,5,2023,5273,888647.628219992,0.398951766641661,622609.021359602,0.2795865750131487,1549033.6951372216,0.9912606019144056,390975.95581227,0.26690355869775806,229620.69840522172,0.3033268860729505,3069463,13.8,3.1,173568300,11,32.89889,21.78223,6.07023,249709,95811,967900,62157,193190,1
AR,5,2024,5558,875984.8326817041,0.3697527754179693,661389.9505189776,0.28022439981817837,1626673.901420321,0.9879917711293581,418332.0639724635,0.270408967775083,228069.80264069475,0.306851942083641,3088354,13.2,3.5,183201800,11,33.49599,23.27528,8.69006,240122,95893,812769,62949,193635,1
NA,5,2025,83,10438.311890230649,0.3047588064369065,12682.987086861795,0.34578912974093573,24785.29831566022,1,7811.989176690009,0.33318931633911236,3199.284384904406,0.4029395045782532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,6,2017,9322,6749814.397087195,0.23769750969304293,10228179.331140602,0.3372115796524244,15707508.548521869,0.9735825824464912,4716233.15233765,0.30120784797786415,1626683.1233529255,0.2892951761954608,39358497,12.4,4.8,2383130500,10,18.78524,10.80018,3.47386,4112066,1262537,11568990,1080241,1727064,1
CA,6,2018,10871,6521109.090585481,0.2472202563803128,9900580.471740613,0.35445481907299564,14772705.313342948,0.9733984293473892,4690054.307728035,0.31899276126844484,1847334.7559791682,0.34020079027802697,39461588,11.9,4.3,2514503400,11,18.51977,10.27717,2.78671,3949535,1239522,12874106,1009492,1706654,1
CA,6,2019,12584,7655700.52805219,0.2445136838790909,11389243.285756906,0.3427954607712401,17263627.236941326,0.9721692210882092,5382389.7104429025,0.31331320827473924,2046903.4306279211,0.32071116985828646,39512223,10.1,4,2632279800,12,18.39648,9.92111,3.05447,3529470,1222997,12437994,928943,1696894,1
CA,6,2020,4480,6063676.374026768,0.23194039720499388,8574588.533499414,0.3124510516463839,13804100.918904157,0.9711068400042167,3730521.245464463,0.27304111224569116,1507924.3091926782,0.30170062967775046,39521958,11.1,10.1,2770488800,12,19.6331,11.54946,3.39195,4312002,1193885,12496095,880923,1619587,1
CA,6,2021,7081,8274716.714976118,0.26195203079738694,8698637.054967258,0.2622540388917305,18015091.336002056,0.982079913426963,4136965.2112949193,0.23372066872377523,1515528.5494681785,0.22721436939110393,39142565,11.9,7.3,3019215700,13,19.62693,10.80284,3.94693,4327062,1147421,13603756,947788,1257508,1
CA,6,2022,9086,6414464.07330718,0.2809226811584168,6962100.352827869,0.28968527108821795,13625995.544494916,0.9795335644825263,3550819.745698471,0.2717823069504521,1606370.1337028628,0.310466040129921,39142414,11.2,4.3,3021645500,14,22.61089,12.20633,4.41921,4627744,1133190,14525611,936127,1569046,1
CA,6,2023,11786,8245318.649273355,0.27777951831854064,8253055.863038612,0.2691012426132493,17848307.138503242,0.9814340113680786,4421698.986384855,0.2572749022399936,1956267.974149876,0.29215408008572397,39198693,11.9,4.7,3182779300,15.5,24.98495,14.24395,3.79858,5217211,1114946,15351682,964415,1763882,1
CA,6,2024,10447,9523682.636950282,0.29097795195856163,9696179.90256549,0.28808058721054514,20076778.6473281,0.9843507033662275,4904761.911022602,0.2543538471653072,2295537.415243149,0.301072585480362,39431263,10.4,5.3,3400237300,16,22.8518,13.67817,4.02767,5379575,1114706,14478012,995558,1899310,1
NA,6,2025,76,65188.93135382898,0.25247080970938074,83499.08443689415,0.3173412311110246,145508.35204741027,1,46082.98096431797,0.33173843719461793,19569.707191126945,0.348349047621634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO,8,2017,8630,748249.4731176218,0.21463286857742503,1375240.0911804778,0.3628491879476715,2005442.8252336804,0.978306333084652,670993.8938843132,0.3386711409225048,226759.9405031636,0.36648050210035943,5611885,7.7,2.8,312045500,9.3,14.51944,8.98303,2.4488,459247,73309,1365940,84582,183179,1
CO,8,2018,9674,873461.1207039054,0.1973089359312117,1731846.6106855895,0.36282771735020997,2408410.060389465,0.983869060486077,769941.9345315287,0.3229748742532655,249849.39647438357,0.34831506989150557,5691287,9.1,3.2,335195800,10.2,15.79381,9.47128,4.33543,449824,72990,1296301,85258,179740,1
CO,8,2019,9204,838748.5449901801,0.20500339660096936,1589832.6277199541,0.3613696783393851,2287339.2195595345,0.9830516538336365,746478.9121674784,0.328326602366775,262093.86070816702,0.36068060537884666,5758736,9.3,2.8,352184700,12,19.70698,12.14921,3.49883,415289,72724,1234143,81906,168695,1
CO,8,2020,10349,882430.2916993103,0.2002992215187579,1696998.2472919559,0.36332353028248393,2383406.292202126,0.984882012609066,734709.9329715585,0.31093733545743707,249542.6959693226,0.34391291267598656,5787129,9.5,6.8,374449300,12.02,17.74322,9.62462,3.14908,483097,71952,1282749,79719,113964,1
CO,8,2021,10482,1010425.3343572647,0.2348705058771695,1249735.708177649,0.28186652358487135,2505442.439487982,0.9838333269436046,602989.2455004432,0.24978655906620487,242651.33136827528,0.29588583911108673,5814036,7.9,5.5,418190200,12.32,16.51306,10.19796,3.34996,513945,69898,1494930,78695,23107,1
CO,8,2022,9383,1055187.7093633006,0.24394200456857523,1252372.257490251,0.28125809445322664,2627774.9125061557,0.9851518369046032,651864.8381788888,0.258028724599429,272012.68959627586,0.31487063731827397,5850935,8.1,3.1,448676800,12.56,13.3215,5.38763,2.23232,540303,68021,1625572,78129,196592,1
CO,8,2023,8914,1188640.0953765186,0.2655492754816902,1324901.9712024713,0.2927664376294537,2689273.538764963,0.9897961082333978,701822.1111711181,0.2721351824557641,303772.18438938644,0.31558920663488976,5901339,8.5,3.3,473104600,13.65,19.39656,12.82982,3.51176,564020,66772,1679466,84967,145769,1
CO,8,2024,10972,1246570.4882018976,0.27482661297817657,1386835.4265504032,0.2991045227017477,2797954.029839906,0.9882110199107876,763933.0982833119,0.28203247556519395,355270.78568150284,0.34495612859616576,5957493,7.6,4.3,494798600,14.42,23.7472,14.30309,5.40003,584470,67555,1142953,93158,193705,1
NA,8,2025,115,9523.333022171686,0.1945734154624149,19211.98990296354,0.40535104645542064,25490.012118362287,1,9341.997399086338,0.3775412223711487,4290.690218363975,0.5170422054879762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,9,2017,10554,600770.5236471334,0.22532138812750713,716925.0180748939,0.256812064222278,1489779.5681012955,0.9791656701951407,345925.26738226536,0.2346935125445056,134071.58383237378,0.26138488853202196,3573297,10.9,4.7,256348800,10.1,23.21252,13.34074,2.52708,410344,65801,889083,47830,108240,1
CT,9,2018,10436,614646.0025870382,0.23232925930781811,685213.710652998,0.24942509896109452,1447197.5902072263,0.9758065497513198,326399.50115434284,0.227378576433353,142328.06352841377,0.2775666340769335,3571520,10.2,4.1,267346200,10.1,18.38655,13.17122,4.21614,387329,66432,927265,47297,107818,1
CT,9,2019,9339,625011.0214447329,0.22901693255005312,730010.2263154131,0.2550625440792368,1516961.4758848362,0.9751689769820588,351401.6454615975,0.23396456387206116,149362.8898591997,0.28436826672034976,3565287,8.3,3.7,275556800,11,22.61681,11.76711,5.87369,340447,66766,952040,45770,114393,1
CT,9,2020,9085,603873.5996344241,0.2221778282551648,716910.919170214,0.2524847527195691,1524407.5231860129,0.9808062949042037,316786.5506185564,0.20975928513997258,116268.78080542771,0.23889247753124151,3579918,11.2,8,275029800,12,19.25021,9.50437,2.84934,372305,66886,984812,43777,93099,1
CT,9,2021,7881,643244.1391522511,0.2534559002624229,503321.96143692505,0.196825718525381,1516736.7011863524,0.9809160276857819,253697.0557131546,0.17793301505283893,108019.90191060166,0.21810783391637803,3606607,8,6.5,296291500,13,18.18414,6.88151,1.54638,371632,65924,1096741,43889,55173,1
CT,9,2022,9392,676941.499531395,0.267192582577852,563764.7542101403,0.21101928124215094,1631875.9648436464,0.9825182831793341,316426.83716836263,0.2044920802250784,136356.3876819031,0.25021705754613044,3617925,10.2,4.1,309011400,14,25.68198,11.77721,4.70979,375361,65416,1124588,46765,152814,1
CT,9,2023,6288,458161.0808462538,0.2477237682298708,358897.0280121392,0.19431579798781265,1140414.3153096496,0.983350473769867,188278.47018567706,0.1738050436976193,73110.79458260881,0.20386727505565047,3643023,8.3,3.2,328729900,15,24.98544,11.07081,5.88262,392515,65337,1167454,47847,142943,1
CT,9,2024,10040,846516.7452060815,0.25621326535703753,729178.091101989,0.2163419811302481,2045867.144192545,0.9885125051842815,384001.00053859106,0.1981602273133932,155233.61145769153,0.22558530730065599,3675069,9.1,3.2,349377100,15.69,20.03981,11.91111,5.8119,391204,65910,1085951,50639,154539,1
NA,9,2025,1266,122095.2156594362,0.24380143651253253,114203.5240571334,0.21540698150197435,324413.0552685704,0.9810110793810317,65329.543881055855,0.20939234905703677,23263.66090521991,0.2422325364964121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE,10,2017,4139,230741.8148873688,0.3158606736199415,233361.13713975597,0.3101758820817978,427194.4863831965,0.9896325893376169,122598.33235522182,0.289302991656357,62192.923736540695,0.3269954441225551,956823,9.2,4.5,48604300,8.25,19.32208,12.31019,4.05618,146805,16911,206792,17162,52746,1
DE,10,2018,5232,210343.37519442712,0.2852563851882676,227416.80814476823,0.2981054900517046,423549.37192890316,0.9827027064346199,110829.37508911683,0.2642699814490746,43796.09524984972,0.25105204013929777,965479,7.4,3.8,51103100,8.25,15.71137,9.3829,3.32702,140298,17026,209755,16797,52919,1
DE,10,2019,3894,198164.92950579364,0.27106332806547273,220951.5158878011,0.2880917297262816,459528.1930132781,0.9818706997596066,123759.71862226374,0.2723634570374054,53870.7125729463,0.30806639122227814,973764,6.5,3.8,53055300,9.25,19.69533,11.34367,4.39012,119787,17074,177665,16429,54009,1
DE,10,2020,4028,186711.13029713652,0.2560626793738088,207191.86200309868,0.2664506946678035,444785.987671982,0.986249417533538,105629.30765735122,0.23849835524281876,46152.95549724624,0.2928491534950217,991928,10.5,7.5,55069800,9.25,20.59848,12.25056,5.93526,120416,17162,224059,16535,37014,1
DE,10,2021,3635,200567.5266461157,0.2725634182231544,174206.32756440828,0.22763166103137297,451440.05221339065,0.990199428329427,84570.50131115576,0.194193730580481,36606.64164730475,0.21486560342683422,1005062,11.7,5.4,60175900,9.25,22.45591,17.54505,4.15323,115484,16311,252888,17199,5833,1
DE,10,2022,3984,206005.2217455712,0.27143043284991497,167585.13365846986,0.21478094895971392,485356.3955933297,0.9876366571964947,91650.13015208022,0.19428210506207505,39282.373087794425,0.230121090804386,1020625,9.3,4.2,65386900,10.5,22.82948,11.42066,4.07892,118842,16114,278397,17758,54931,1
DE,10,2023,4289,228654.9614731777,0.29296813875990096,162074.30672269754,0.2025995069684455,514864.6180651,0.9903198666124337,94799.67222804089,0.18903180610609416,41991.555444083824,0.21732071377492115,1036423,7.8,3.8,66943800,11.75,18.99626,11.87985,3.74264,121174,16015,300155,19845,51438,1
DE,10,2024,4358,229525.33695386173,0.29617072944686107,180568.67695834022,0.21981337558993858,542852.1397481093,0.9871762322953622,106494.75580888074,0.19940145751381474,44597.057747630424,0.22199473533476421,1051917,8.3,3.7,71594200,13.25,20.79251,12.75642,4.18717,118186,16443,237013,22515,53792,1
NA,10,2025,4,141.660331961463,0.17719539040502766,308.188934472991,0.3854971805184463,799.45833600784,1,308.188934472991,0.3854971805184463,141.660331961463,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DC,11,2017,3571,112081.55119112476,0.2235389506257513,164188.06314604427,0.32225413138602566,227834.67061520834,0.9658599036407897,68100.1075620184,0.3007780817429963,27965.219323072502,0.3183244704493035,694906,13.6,6.1,55051100,11.5,20.47309,11.56649,4.56052,123289,26617,258414,13580,35031,1
DC,11,2018,2965,76024.2293552576,0.19387771071510565,129898.71400705437,0.3204642140983639,196060.4197484626,0.9611813289885711,52460.427783365376,0.2700199594532096,17731.36082864775,0.2807840462975687,701547,14.7,5.7,56995800,13.25,17.72278,11.56301,3.93508,112282,25816,259746,12466,37501,1
DC,11,2019,3239,125737.69640665293,0.23898789017365601,171341.61931860694,0.31126548409998367,287775.7286973127,0.9724550457259982,83566.70593691735,0.2935161392027073,33363.861949777856,0.31892051140018346,705749,12.5,5.5,58864000,14,13.2408,6.77022,1.86821,101230,25566,258517,11844,35373,1
DC,11,2020,4337,157159.2101496118,0.20985433286612407,236749.06619946487,0.2997088536301551,399917.41840084794,0.9795298119302334,105921.03434334352,0.2674520108555216,35880.679348678124,0.27982580757781644,670917,16.8,8,60880000,15,17.60443,13.81245,4.49119,116406,24957,262069,13401,26003,1
DC,11,2021,3386,122264.42548061615,0.22437459213485317,119497.1973560997,0.2108039665663777,312506.72299452435,0.985143409146281,61246.3139944093,0.20442285318854536,22827.424902728482,0.23846876766998404,669256,14,6.8,65682900,15.2,18.04876,7.81167,2.20068,140115,24227,268065,13990,6445,1
DC,11,2022,3167,100354.45956136196,0.20270074554842063,113390.31058139606,0.22405557262963802,276742.57685680734,0.984561347635496,56404.480850197346,0.21366741613520285,18955.684663275788,0.23698089802830588,676725,13.4,4.7,68247000,16.1,20.09744,14.47975,5.12044,145805,23525,284270,11640,57125,1
DC,11,2023,3238,123605.9599587816,0.22725028388926222,130745.39523320357,0.2389035253520748,296646.5312490042,0.9886889146971,70298.9237463911,0.24607110107718222,32140.448000852106,0.33089805226444574,687324,12.7,4.8,73296200,17,15.93367,6.8634,3.44884,138570,22939,338137,11184,37788,1
DC,11,2024,3246,119484.96596184479,0.2220681516710458,110870.35067637368,0.20139108937092667,305581.12468910485,0.9784238353222325,63414.55529068505,0.21671305602274227,26349.352353333088,0.2770187506870353,702250,11.1,5.2,78079500,17.5,17.6162,11.65124,4.90684,137452,23136,264593,12365,38720,1
NA,11,2025,8,0,0,1345.9293782122982,0.47851015794012064,1041.854973771656,1,462.4596284511,0.44388100080468357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FL,12,2017,22021,4929529.757420327,0.3077826765707661,6658266.134728432,0.397107602754111,8959000.555485925,0.9713594974032338,3187265.4762809174,0.3590702255103842,1534024.327225076,0.3737273683947619,20963613,13.7,4.2,1016819000,8.1,23.60175,14.87963,3.50605,3186537,578733,4014312,468867,855037,0
FL,12,2018,15169,4871530.06604483,0.30188652911825586,6336501.43053945,0.37844411164159886,9508287.940389415,0.982481836835707,3421190.3875025366,0.36180993169139886,1636235.7222430918,0.39044077481692474,21244317,13.7,3.6,1082702200,8.25,18.88025,11.31083,4.44548,3347518,576287,3852558,450624,866111,0
FL,12,2019,16978,5024652.025872434,0.31189280932362873,6794544.7543841535,0.38999562820591016,9827245.938979344,0.9777137670777462,3383785.3958597356,0.34683719875695274,1466734.6644295794,0.347882996996372,21477737,11.5,3.1,1125984000,8.56,16.81927,8.78637,3.77585,2649741,576687,3771711,429378,864424,0
FL,12,2020,11780,4571245.047618411,0.27842310456982977,6907732.915586746,0.39694778043393103,9087093.966895377,0.9785524694232646,3106966.7262544883,0.34376290713054714,1525495.9648895538,0.40696013422427374,21592035,13.3,8,1222053400,8.56,19.48763,11.42732,3.05198,3177286,575057,4109278,417966,629694,0
FL,12,2021,111,75723.64545176731,0.29137914559853584,72231.76779348006,0.2668367576396451,158365.4292054317,1,23447.637209745073,0.14806032684904222,10851.15320411423,0.15875241298108606,21831949,12.6,4.7,1367061900,10,17.3019,9.37389,2.71581,3356215,559653,4771515,403160,305407,0
FL,12,2022,13007,4877666.879723568,0.31407354817825606,5322473.294396956,0.32568454429052257,9950244.327138525,0.981194561406433,2813835.605314107,0.29763417176554124,1328575.8948536795,0.33362139209335606,22379312,13.5,3,1464251000,10,23.52583,13.34076,4.45489,2847086,547570,5267595,410739,801801,0
FL,12,2023,13255,5361540.681490158,0.30852775665134863,5374727.61448495,0.3092214952398708,10587242.05722307,0.9861754924767366,2817883.7089975234,0.2849616149426334,1402655.0709654065,0.3321100205352455,22904868,11.6,3,1604650300,12,22.72032,13.21553,5.01189,3089911,539255,5419363,422353,788014,0
FL,12,2024,13393,5565848.537203392,0.3122930625369177,5354416.777022893,0.29720184286203855,11225242.746619122,0.9825030418690534,2951838.7246518475,0.2771763526040519,1397330.9638820088,0.3062192916047266,23372215,11.5,3.4,1706305700,12,23.5102,14.4669,4.42054,2975789,541385,4343214,421115,836895,0
NA,12,2025,79,46333.10864585741,0.1336633436485017,192180.00815915386,0.519117172369917,181619.12908939703,1,101097.0486778973,0.5566431751147483,27401.65433879052,0.640200677698148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,13,2017,6028,2100206.4282779605,0.28059839694398453,3258405.3006899143,0.4158947656333576,4125891.6129265847,0.9846255233193735,1626063.1310141555,0.39736377825775254,753663.921957883,0.4290162687866839,10410330,13.3,4.7,467359400,5.15,20.64821,13.22763,3.30225,1625415,259666,1853348,237224,649924,0
GA,13,2018,9300,2176652.710821747,0.2852279384429609,3374951.9963006484,0.42042156388878765,4350960.960738454,0.984434187085363,1728274.0771640583,0.4002995906290656,789462.7677456973,0.43174171253026333,10511131,14.8,3.9,493575900,5.15,17.46643,8.5638,2.83616,1556452,259357,1957737,217695,646452,0
GA,13,2019,7358,2139709.775674004,0.28487220525845897,3257681.96473402,0.4029606309576649,4517485.055840689,0.9851712426205179,1848392.4311950954,0.4115303145693439,797721.9235416958,0.44480205448525423,10617423,12.1,3.4,512137900,5.15,19.45899,11.51035,4.12029,1332675,259076,1962735,202914,649674,0
GA,13,2020,8715,1905103.7049727584,0.25657728406903074,3099700.099504192,0.3886627772552263,4257823.329363926,0.9816493517552812,1528665.027439668,0.36170858909353293,597199.4440682409,0.3764782139610061,10732888,13.3,6.5,552699900,5.15,23.97876,14.21516,4.41058,1565935,258227,2076053,189901,579340,0
GA,13,2021,8472,2300134.1410114607,0.29795797220586856,2706856.0954760984,0.33360916493246623,4820535.60442724,0.9894083157694487,1468834.1396188063,0.3180373809525382,691570.3827487592,0.36763761830941244,10792060,14,3.9,607184300,5.15,15.41597,8.06776,2.7631,1640617,252273,2329163,184582,554331,0
GA,13,2022,8875,2164017.3993323687,0.2942081479016519,2566220.82454697,0.33355974923812176,4732290.498432387,0.9862253160078451,1469176.8495265217,0.32805950366609093,692346.2815480736,0.38679463599667124,10931805,11.7,3.2,627439000,5.15,25.11765,17.34976,5.69208,1608203,249088,2503284,191689,1200834,0
GA,13,2023,8478,2403502.4714060766,0.29386551636233965,2682368.59087365,0.3219438736646681,5038678.152911703,0.9858833598116277,1576123.9727011076,0.32997251441872505,762664.8594095118,0.3965565581956361,11064432,12.9,3.3,663930900,5.15,26.16541,17.36541,6.66377,1538110,245978,2613085,204649,619315,0
GA,13,2024,7295,2400969.865501944,0.29778933516449657,2560342.3386916183,0.3110829894602676,5126842.631213988,0.9843623209136165,1542431.910514466,0.317642827400841,696896.6903154427,0.36139651733626754,11180878,12.7,3.5,704463900,5.15,24.94444,14.17693,5.3466,1413940,243013,2240243,231480,650181,0
NA,13,2025,195,75560.41689851461,0.3134747030075098,88655.6488277119,0.37052432637980415,138765.5948633374,1,51697.2096603522,0.38609229590655997,25907.375655802414,0.4125655114066412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HI,15,2017,7640,228572.9694017038,0.21673785182793312,267251.82045394834,0.24183696679046116,552434.7813105615,0.966723819566158,118463.61788081857,0.2151342739264956,46099.85736286331,0.24981419621979253,1424393,10.3,2.4,76109600,9.25,18.82132,9.49333,3.05748,169045,23922,331277,26856,34760,1
HI,15,2018,7905,245093.15579771416,0.22882179465082342,256084.75951943625,0.2299099836813844,567849.6391222192,0.9643422030114907,119511.08376098047,0.21157683686949152,47410.73947538946,0.24591190275190003,1420593,9.2,2.5,78436100,10.1,16.21609,8.83182,3.40588,163618,23157,324002,26115,32405,1
HI,15,2019,7296,246798.25513319313,0.2423586626774861,260792.977882558,0.24792938204018589,548164.5339676559,0.9803679130430198,122928.47841082602,0.2251008039776773,50282.19646313695,0.2550904912859568,1415872,8.4,2.7,80726500,10.1,16.23876,10.6035,3.45936,144922,22673,301359,25562,32517,1
HI,15,2020,8247,232888.37035225553,0.20472252166006452,256337.07481533947,0.21821599535785324,580678.7350857914,0.9632505292517609,108468.23009738467,0.1882427586071327,39714.23003743685,0.2202991132395303,1451252,10.9,11.6,82758500,10.1,19.06092,10.5273,2.5555,165418,22393,322872,25584,24716,1
HI,15,2021,7224,228765.7592735445,0.2243480252601261,153575.924152466,0.1472650163975848,513285.89762464614,0.9765603857650241,65383.64803248189,0.12953479916532762,25606.057748028932,0.14736492674293758,1447029,10.9,6,88650400,10.1,16.77962,8.89874,2.69659,195834,21867,422375,25907,25052,1
HI,15,2022,7840,264867.9215017078,0.2404659644253743,187244.42684118176,0.16500969772027269,613285.1955578389,0.970932572215156,90562.41059474305,0.1506328106317812,38966.178092237904,0.1874023180738134,1440359,8.8,3.3,91007900,12,21.83647,11.12459,2.66296,169014,21456,451907,25855,27941,1
HI,15,2023,7785,295570.1376282614,0.2675414137747177,217734.0385112981,0.19321862520866778,631787.7230664848,0.9821928658786215,104662.84159166084,0.16887598455606145,49788.77909043532,0.20856545593799683,1441387,8.2,2.9,96961400,12,24.61415,10.48896,5.49165,151144,21009,463301,26116,27403,1
HI,15,2024,6800,303884.90630042,0.27417088066981826,213689.49736286086,0.18831033456162005,635097.2462653632,0.9772855026255527,108948.66127900843,0.1742450496502534,49717.93988746462,0.20427197189430374,1446146,8.6,3,102703800,14,24.60074,13.45634,5.50914,161609,20863,452038,25096,30229,1
NA,15,2025,358,15351.03151983993,0.2809153057755479,5462.938114695588,0.10171539290406488,32086.10561280738,0.9995408475279206,4116.706534496592,0.13179379753666212,2005.5074458721338,0.1729150858632433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,16,2017,4889,298916.1508469709,0.2417886198406067,471519.61065048445,0.3719259436066351,683613.1611870317,0.9821324289625054,216530.28176318828,0.3187026540823484,85285.40073090888,0.3513012239065448,1717715,11.7,3.2,72605000,7.25,20.19791,12.0946,3.24694,171251,30862,319976,36526,78542,0
ID,16,2018,3615,326012.5221124871,0.26388206151435967,512009.5055207372,0.40180582593021447,704422.101076137,0.9785491589838523,245392.09706195796,0.3500750597718235,91092.6319693301,0.3318868671199976,1750536,11.5,2.9,77992600,7.25,17.25803,9.19989,2.82638,157858,30870,296090,33717,75064,0
ID,16,2019,5546,372652.75096520036,0.28045283775657004,537617.1164736603,0.3979396378389046,774688.9505602282,0.9846151400560853,285585.7064046632,0.37327221394562143,123271.25045022345,0.39468554647473586,1787065,7.1,2.9,82148400,7.25,16.84746,9.82066,3.99555,135922,31022,298258,31000,70359,0
ID,16,2020,5990,389270.47410669207,0.2927494097958207,502635.9895612013,0.36781189033611766,718628.7641198247,0.9867730113859986,230668.3472688273,0.3248598191839931,106796.30111474657,0.3407639037408744,1849415,9.1,5.5,91960100,7.25,19.81399,11.01253,3.52832,146497,30742,366300,30549,51741,1
ID,16,2021,6776,421581.7362138535,0.30654359087290733,362184.1744153202,0.2637258908926835,813559.0655010269,0.985615841749588,180853.92694917144,0.23066413881099765,87929.86321873931,0.25551896919049183,1904848,9.3,3.6,105916000,7.25,19.50607,10.90667,3.43003,132607,29425,415064,29922,35695,1
ID,16,2022,6280,451692.19212542387,0.3136907250795021,382689.2213793827,0.2681757461490432,866340.1686907826,0.9878068326399737,212105.30242523033,0.25210106391206233,104796.33583215327,0.2843875727889773,1944299,8.2,2.9,110891100,7.25,24.09315,12.76221,4.90347,124078,28457,445207,29030,74328,1
ID,16,2023,6906,497145.1010514282,0.3392572569763093,412090.0639018824,0.28380763275328935,891066.959654315,0.9906109485965808,220509.1467896441,0.2556100850067645,118127.5148108053,0.28914722887776395,1971122,9.1,3.2,116692400,7.25,20.89097,12.67163,3.268,124043,27763,407741,30607,53204,1
ID,16,2024,4322,465150.1376036533,0.30986038303160074,447281.26522598584,0.29859652992719893,879426.8355922913,0.9891297546248257,223619.82788525478,0.2610128165248032,110110.94598284755,0.29721695042768875,2001619,8.2,3.7,124746700,7.25,24.29996,14.37325,4.82128,130853,27821,354682,31350,51857,1
NA,16,2025,43,4562.4744523617555,0.3459501621565454,4534.160001633639,0.3603289809898862,7925.794640998998,1,2203.7931340920404,0.30034022286914025,681.3411007214081,0.21038474760787504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL,17,2017,5313,2111850.484623895,0.23221611454529414,2809484.5736554675,0.29823342840163325,5120289.674869136,0.9813229887454069,1489087.563981463,0.2913630675908401,592506.059782025,0.3200628653945296,12778828,10.9,4.9,693273700,8.25,21.81771,12.40737,4.14607,1878519,270954,2868638,211367,424740,1
IL,17,2018,5303,2178649.280959117,0.2271831825289689,2980597.5316222548,0.30287972227081317,5380454.602118772,0.9860119434388099,1521025.0132601063,0.28378682921521325,625146.0714995931,0.3359518102478205,12723071,10.3,4.3,727064100,8.25,17.35693,8.90606,2.85073,1826011,267091,2827783,199360,439344,1
IL,17,2019,5523,2272452.0098326607,0.23743872919055972,3170549.1871063025,0.3216326136200031,5471656.417069208,0.9831773034404963,1656095.1668805908,0.30371535943423916,672076.4694446881,0.3457128570795079,12671821,9.3,4,744640700,9.25,17.69426,9.77797,3.30254,1639396,264339,2566110,182341,442161,1
